customer_id,gender,age,country,device_type,category,time_spent,items_viewed,items_purchased,total_spent,age_group
CUST_185,Male,24,USA,Tablet,Books,106,10,4,1085,18-25
CUST_186,Male,26,Pakistan,Tablet,Electronics,32,23,2,701,26-35
CUST_187,Female,25,USA,Tablet,Electronics,33,41,7,975,18-25
CUST_188,Male,40,Australia,Mobile,Books,67,34,3,725,36-45
CUST_189,Male,46,Australia,Tablet,Home,30,46,9,372,46-55
CUST_190,Female,35,Pakistan,Desktop,Clothing,114,48,2,346,26-35
CUST_191,Male,48,UK,Tablet,Home,76,33,5,308,46-55
CUST_192,Male,47,USA,Desktop,Books,29,34,7,768,46-55
CUST_193,Male,56,UK,Tablet,Clothing,3,39,8,1402,56-65
CUST_194,Male,52,UK,Mobile,Beauty,90,10,5,820,46-55
CUST_195,Male,35,India,Tablet,Home,57,20,4,116,26-35
CUST_196,Female,59,Pakistan,Desktop,Home,30,1,1,882,56-65
CUST_197,Female,56,Canada,Desktop,Books,9,13,1,1034,56-65
CUST_198,Female,34,Australia,Tablet,Sports,26,1,8,934,26-35
CUST_199,Male,31,Australia,Desktop,Books,2,5,1,707,26-35
CUST_200,Male,48,Pakistan,Desktop,Home,62,16,1,850,46-55
CUST_201,Male,41,Canada,Mobile,Clothing,3,15,2,948,36-45
CUST_202,Female,52,Australia,Tablet,Sports,46,49,2,283,46-55
CUST_203,Male,61,Pakistan,Tablet,Books,68,28,3,386,56-65
CUST_204,Male,62,Australia,Tablet,Books,25,31,6,17,56-65
CUST_205,Female,51,UK,Desktop,Home,51,23,8,307,46-55
CUST_206,Male,20,USA,Tablet,Home,13,48,1,164,18-25
CUST_207,Female,54,USA,Tablet,Beauty,103,45,3,158,46-55
CUST_208,Female,60,Australia,Mobile,Books,44,43,8,758,56-65
CUST_209,Female,57,India,Mobile,Home,35,17,1,185,56-65
CUST_210,Male,43,Canada,Mobile,Electronics,55,49,9,1208,36-45
CUST_211,Male,40,Canada,Desktop,Sports,87,34,0,381,36-45
CUST_212,Male,61,Canada,Tablet,Electronics,9,13,9,780,56-65
CUST_213,Male,56,UK,Mobile,Sports,2,14,7,1196,56-65
CUST_214,Male,32,Canada,Mobile,Books,61,11,8,1242,26-35
CUST_215,Male,21,USA,Mobile,Beauty,118,28,6,1178,18-25
CUST_216,Male,46,UK,Tablet,Home,41,42,7,20,46-55
CUST_217,Female,39,Pakistan,Tablet,Home,44,32,3,1119,36-45
CUST_218,Male,42,Canada,Tablet,Home,64,35,3,1148,36-45
CUST_219,Female,30,Canada,Desktop,Books,31,31,1,257,26-35
CUST_220,Male,35,Pakistan,Desktop,Sports,108,17,7,1088,26-35
CUST_221,Male,50,Canada,Mobile,Home,47,47,1,1294,46-55
CUST_222,Male,33,Pakistan,Tablet,Electronics,2,9,8,1437,26-35
CUST_223,Female,62,UK,Mobile,Home,96,10,3,35,56-65
CUST_224,Female,59,USA,Tablet,Books,82,8,0,1049,56-65
CUST_225,Female,61,Pakistan,Tablet,Beauty,77,21,3,735,56-65
CUST_226,Female,19,India,Tablet,Electronics,110,13,2,293,18-25
CUST_227,Male,52,Pakistan,Desktop,Home,69,5,5,502,46-55
CUST_228,Female,59,Canada,Desktop,Home,58,6,6,1433,56-65
CUST_229,Male,51,UK,Tablet,Clothing,106,30,7,552,46-55
CUST_230,Male,47,Australia,Mobile,Sports,44,31,1,965,46-55
CUST_231,Female,30,UK,Tablet,Electronics,74,17,5,136,26-35
CUST_232,Female,30,Australia,Tablet,Clothing,56,11,5,1352,26-35
CUST_233,Female,35,Pakistan,Mobile,Beauty,43,20,9,862,26-35
CUST_234,Female,49,USA,Tablet,Sports,89,48,4,1160,46-55
CUST_235,Female,49,India,Mobile,Electronics,34,9,9,525,46-55
CUST_236,Female,52,UK,Desktop,Home,101,2,9,34,46-55
CUST_237,Female,56,Canada,Desktop,Electronics,30,37,6,631,56-65
CUST_238,Female,63,Australia,Mobile,Home,71,1,2,1329,56-65
CUST_239,Male,46,Canada,Desktop,Sports,70,4,3,8,46-55
CUST_240,Female,46,USA,Desktop,Home,118,36,9,1353,46-55
CUST_241,Female,61,Australia,Mobile,Beauty,55,25,8,513,56-65
CUST_242,Male,33,UK,Desktop,Books,67,3,3,1265,26-35
CUST_243,Female,61,Pakistan,Tablet,Home,13,9,2,20,56-65
CUST_244,Male,64,Canada,Tablet,Beauty,3,22,1,1001,56-65
CUST_245,Male,27,USA,Mobile,Books,26,23,4,1474,26-35
CUST_246,Female,47,UK,Desktop,Sports,57,12,3,960,46-55
CUST_247,Male,42,UK,Tablet,Sports,24,10,7,1258,36-45
CUST_248,Male,56,UK,Tablet,Electronics,53,34,6,1135,56-65
CUST_249,Male,37,UK,Desktop,Beauty,70,43,5,1417,36-45
CUST_250,Male,22,Australia,Desktop,Beauty,43,10,1,267,18-25
CUST_251,Female,18,UK,Tablet,Clothing,60,30,2,1093,18-25
CUST_252,Male,47,Canada,Tablet,Clothing,58,22,9,269,46-55
CUST_253,Female,20,USA,Mobile,Books,49,6,8,1366,18-25
CUST_254,Male,62,Australia,Mobile,Books,42,2,8,1329,56-65
CUST_255,Male,31,UK,Tablet,Clothing,76,30,4,382,26-35
CUST_256,Male,47,India,Mobile,Books,113,2,2,1203,46-55
CUST_257,Male,21,India,Tablet,Home,100,32,1,967,18-25
CUST_258,Female,35,USA,Tablet,Clothing,66,42,7,1180,26-35
CUST_259,Female,54,Pakistan,Mobile,Beauty,11,16,5,480,46-55
CUST_260,Male,42,Pakistan,Mobile,Home,103,12,9,1294,36-45
CUST_261,Male,18,Australia,Desktop,Books,98,1,6,333,18-25
CUST_262,Female,63,Australia,Desktop,Sports,90,8,0,1191,56-65
CUST_263,Male,32,Australia,Desktop,Electronics,18,48,0,442,26-35
CUST_264,Male,26,Pakistan,Tablet,Clothing,85,13,9,1371,26-35
CUST_265,Male,32,India,Mobile,Sports,100,15,1,1395,26-35
CUST_266,Female,41,Pakistan,Tablet,Books,104,44,9,1493,36-45
CUST_267,Female,21,Canada,Mobile,Beauty,52,8,2,1227,18-25
CUST_268,Female,29,UK,Tablet,Electronics,46,10,0,20,26-35
CUST_269,Male,54,Australia,Desktop,Sports,44,46,4,1324,46-55
CUST_270,Male,54,India,Desktop,Electronics,22,5,2,872,46-55
CUST_271,Female,60,USA,Desktop,Clothing,53,19,0,515,56-65
CUST_272,Female,23,USA,Tablet,Books,59,47,7,988,18-25
CUST_273,Female,56,UK,Mobile,Beauty,94,38,5,1267,56-65
CUST_274,Female,63,India,Mobile,Books,114,11,8,585,56-65
CUST_275,Male,41,Pakistan,Desktop,Electronics,107,43,2,1329,36-45
CUST_276,Female,28,Pakistan,Desktop,Sports,30,20,8,10,26-35
CUST_277,Male,30,Canada,Desktop,Clothing,8,20,8,1248,26-35
CUST_278,Female,51,Canada,Desktop,Clothing,98,21,0,1023,46-55
CUST_279,Male,42,Pakistan,Mobile,Books,57,18,2,1481,36-45
CUST_280,Female,24,USA,Tablet,Sports,111,10,5,1461,18-25
CUST_281,Female,21,Australia,Tablet,Sports,73,34,7,811,18-25
CUST_282,Female,25,USA,Tablet,Electronics,115,26,3,1414,18-25
CUST_283,Female,37,Canada,Tablet,Books,20,30,4,623,36-45
CUST_284,Male,46,UK,Desktop,Books,104,9,8,1323,46-55
CUST_285,Female,62,Pakistan,Desktop,Home,25,46,5,1146,56-65
CUST_286,Male,63,Canada,Desktop,Books,19,31,6,409,56-65
CUST_287,Male,27,Canada,Tablet,Clothing,5,42,6,1001,26-35
CUST_288,Male,60,Australia,Desktop,Electronics,75,4,3,598,56-65
CUST_289,Male,51,Pakistan,Desktop,Sports,79,6,3,570,46-55
CUST_290,Female,43,Australia,Mobile,Books,72,14,3,756,36-45
CUST_291,Male,58,Pakistan,Mobile,Electronics,83,4,4,16,56-65
CUST_292,Male,20,Australia,Desktop,Books,87,26,4,1237,18-25
CUST_293,Male,23,USA,Mobile,Sports,27,47,7,169,18-25
CUST_294,Female,22,UK,Mobile,Beauty,40,48,8,882,18-25
CUST_295,Female,22,UK,Desktop,Sports,96,39,1,1322,18-25
CUST_296,Female,64,Pakistan,Desktop,Sports,26,17,6,82,56-65
CUST_297,Female,40,India,Desktop,Sports,27,19,0,1462,36-45
CUST_298,Male,26,Canada,Desktop,Books,62,49,0,618,26-35
CUST_299,Male,52,Canada,Tablet,Home,83,6,3,873,46-55
CUST_300,Female,37,Pakistan,Tablet,Sports,50,29,9,816,36-45
CUST_301,Male,59,Australia,Desktop,Clothing,42,11,6,1105,56-65
CUST_302,Male,52,India,Mobile,Clothing,29,16,1,1076,46-55
CUST_303,Male,35,USA,Desktop,Electronics,39,30,1,771,26-35
CUST_304,Female,34,Australia,Desktop,Home,60,25,0,86,26-35
CUST_305,Female,41,Australia,Mobile,Electronics,41,40,9,213,36-45
CUST_306,Male,20,Pakistan,Tablet,Clothing,33,11,1,1473,18-25
CUST_307,Female,49,Pakistan,Desktop,Clothing,83,7,6,526,46-55
CUST_308,Female,52,Canada,Desktop,Beauty,101,26,8,1057,46-55
CUST_309,Female,55,Pakistan,Tablet,Sports,83,22,5,1332,46-55
CUST_310,Female,30,Pakistan,Tablet,Clothing,97,25,9,998,26-35
CUST_311,Female,64,Pakistan,Mobile,Books,111,19,1,469,56-65
CUST_312,Male,42,Canada,Tablet,Books,16,31,9,1474,36-45
CUST_313,Female,26,USA,Tablet,Electronics,23,26,9,632,26-35
CUST_314,Male,21,USA,Tablet,Electronics,7,42,8,785,18-25
CUST_315,Male,31,Pakistan,Mobile,Sports,26,41,6,1456,26-35
CUST_316,Female,54,Canada,Tablet,Sports,96,36,0,563,46-55
CUST_317,Male,51,USA,Tablet,Beauty,12,23,8,1387,46-55
CUST_318,Male,28,Australia,Mobile,Home,72,47,1,964,26-35
CUST_319,Male,58,USA,Tablet,Electronics,5,13,3,95,56-65
CUST_320,Female,20,USA,Tablet,Sports,106,25,8,1081,18-25
CUST_321,Female,45,Canada,Mobile,Electronics,92,2,3,864,36-45
CUST_322,Male,46,Australia,Desktop,Sports,117,2,2,1232,46-55
CUST_323,Female,26,Canada,Mobile,Clothing,69,16,0,560,26-35
CUST_324,Female,20,Pakistan,Tablet,Electronics,49,9,6,160,18-25
CUST_325,Female,42,UK,Tablet,Clothing,26,28,5,6,36-45
CUST_326,Female,51,USA,Tablet,Electronics,5,13,9,1385,46-55
CUST_327,Male,29,UK,Mobile,Home,22,35,3,829,26-35
CUST_328,Male,59,Canada,Tablet,Beauty,79,41,5,806,56-65
CUST_329,Female,26,Canada,Tablet,Books,13,13,5,987,26-35
CUST_330,Female,32,Canada,Mobile,Books,28,31,3,1086,26-35
CUST_331,Male,57,UK,Desktop,Books,33,21,5,1282,56-65
CUST_332,Male,42,Canada,Desktop,Clothing,107,32,9,1208,36-45
CUST_333,Female,22,Pakistan,Tablet,Sports,23,34,7,497,18-25
CUST_334,Male,28,Canada,Mobile,Books,97,8,2,673,26-35
CUST_335,Female,51,India,Tablet,Home,107,41,3,1063,46-55
CUST_336,Female,41,UK,Mobile,Books,18,48,9,79,36-45
CUST_337,Male,32,India,Mobile,Electronics,114,2,0,948,26-35
CUST_338,Male,55,Canada,Desktop,Clothing,117,38,3,1317,46-55
CUST_339,Female,25,Pakistan,Desktop,Electronics,30,32,9,375,18-25
CUST_340,Female,22,USA,Mobile,Electronics,26,40,9,591,18-25
CUST_341,Male,43,Australia,Tablet,Electronics,16,28,8,333,36-45
CUST_342,Female,35,Australia,Desktop,Beauty,77,37,7,594,26-35
CUST_343,Male,23,Canada,Tablet,Beauty,39,41,3,781,18-25
CUST_344,Female,54,Pakistan,Desktop,Sports,33,1,6,308,46-55
CUST_345,Male,30,UK,Desktop,Clothing,26,41,9,583,26-35
CUST_346,Male,45,India,Tablet,Home,48,10,2,225,36-45
CUST_347,Male,22,India,Desktop,Home,65,4,8,983,18-25
CUST_348,Female,30,India,Desktop,Home,113,35,9,1192,26-35
CUST_349,Female,34,UK,Tablet,Electronics,38,10,3,1483,26-35
CUST_350,Male,57,Australia,Desktop,Beauty,2,47,1,379,56-65
CUST_351,Female,62,Pakistan,Desktop,Clothing,113,11,9,1248,56-65
CUST_352,Male,49,UK,Desktop,Electronics,6,14,4,1282,46-55
CUST_353,Male,46,India,Tablet,Beauty,46,38,1,192,46-55
CUST_354,Female,20,Canada,Mobile,Beauty,50,12,9,1219,18-25
CUST_355,Female,57,USA,Tablet,Books,38,45,5,1417,56-65
CUST_356,Male,51,UK,Mobile,Books,106,17,9,1243,46-55
CUST_357,Female,57,UK,Desktop,Clothing,88,16,0,1403,56-65
CUST_358,Female,44,Pakistan,Mobile,Clothing,18,35,5,1114,36-45
CUST_359,Male,30,Pakistan,Tablet,Clothing,27,2,3,478,26-35
CUST_360,Male,62,UK,Tablet,Electronics,41,11,2,848,56-65
CUST_361,Female,50,India,Desktop,Sports,72,41,1,535,46-55
CUST_362,Male,23,USA,Mobile,Clothing,92,3,6,1075,18-25
CUST_363,Male,41,Pakistan,Desktop,Books,74,29,8,1093,36-45
CUST_364,Female,36,India,Desktop,Sports,17,18,2,967,36-45
CUST_365,Male,33,Canada,Tablet,Electronics,119,20,5,479,26-35
CUST_366,Male,57,Pakistan,Mobile,Sports,62,47,8,1174,56-65
CUST_367,Female,45,India,Mobile,Home,29,14,1,950,36-45
CUST_368,Female,50,India,Mobile,Sports,58,34,6,1410,46-55
CUST_369,Male,58,USA,Mobile,Clothing,70,49,4,1094,56-65
CUST_370,Male,30,USA,Desktop,Electronics,78,31,4,521,26-35
CUST_371,Female,60,Canada,Desktop,Clothing,22,40,6,1121,56-65
CUST_372,Female,62,India,Tablet,Books,118,42,8,430,56-65
CUST_373,Female,42,Australia,Desktop,Home,6,18,3,1496,36-45
CUST_374,Female,59,India,Desktop,Books,26,30,8,1122,56-65
CUST_375,Male,53,USA,Tablet,Clothing,39,25,9,137,46-55
CUST_376,Female,44,Australia,Tablet,Clothing,12,19,8,1462,36-45
CUST_377,Female,55,Pakistan,Tablet,Clothing,99,8,3,1369,46-55
CUST_378,Male,24,Pakistan,Desktop,Beauty,14,28,2,318,18-25
CUST_379,Female,22,UK,Desktop,Home,22,8,1,595,18-25
CUST_380,Male,60,USA,Tablet,Clothing,51,31,8,1240,56-65
CUST_381,Female,62,UK,Tablet,Clothing,23,3,1,1013,56-65
CUST_382,Female,48,Australia,Tablet,Books,48,3,5,163,46-55
